"record_id","timestamp","road_id","road_name","district","direction","lane","speed_limit","hour","is_weekend","weather","rainfall_mm","temperature_c","visibility_m","volume","occupancy","avg_headway_s","signal_delay_s","incident","speed_kmh","congestion_level","is_congested"
"T00172","2026-05-03 00:45","R205","University Rd","学校区","Northbound","3","60","0","1","fog","0","29.2","200","136","0.492","8.9","34.9","0","43","free_flow","0"
"T00173","2026-05-03 01:00","R418","River Tunnel","隧道区","Eastbound","1","70","1","1","clear","0","18.7","5720","71","0.309","11.7","21.5","0","72","free_flow","0"
"T00174","2026-05-03 01:15","R330","Commerce Blvd","商业区","Northbound","1","55","1","1","clear","0","20.9","5364","126","0.466","8.3","22.3","0","36","moderate","0"
"T00175","2026-05-03 01:30","R418","River Tunnel","隧道区","Southbound","2","70","1","1","clear","0","25.5","3831","84","0.313","9.3","24","0","60","free_flow","0"
"T00176","2026-05-03 01:45","R330","Commerce Blvd","商业区","Eastbound","2","55","1","1","cloudy","0","29.8","3570","109","0.364","10.1","18.9","0","44","free_flow","0"
"T00177","2026-05-03 02:00","R418","River Tunnel","隧道区","Eastbound","3","70","2","1","cloudy","0","21.3","4679","127","0.428","9.4","23.5","0","58","free_flow","0"
"T00178","2026-05-03 02:15","R101","Central Ave","中心区","Westbound","3","50","2","1","clear","0","31.1","3996","95","0.309","10.6","22.7","0","48","free_flow","0"
"T00179","2026-05-03 02:30","R330","Commerce Blvd","商业区","Eastbound","3","55","2","1","clear","0","24.5","3542","98","0.391","8.8","23","0","42","free_flow","0"
"T00180","2026-05-03 02:45","R205","University Rd","学校区","Westbound","3","60","2","1","cloudy","0","20.7","2325","73","0.22","10.7","28.8","0","54","free_flow","0"
"T00181","2026-05-03 03:00","R330","Commerce Blvd","商业区","Southbound","2","55","3","1","clear","0","29.7","2584","162","0.512","8.2","25.2","0","31","moderate","1"
"T00182","2026-05-03 03:15","R101","Central Ave","中心区","Eastbound","2","50","3","1","rain","2.7","24.7","1803","97","0.383","8.8","24.9","0","31","moderate","1"
"T00183","2026-05-03 03:30","R330","Commerce Blvd","商业区","Southbound","3","55","3","1","rain","3.6","25.1","1776","94","0.387","9.6","36.3","0","35","moderate","0"
"T00184","2026-05-03 03:45","R418","River Tunnel","隧道区","Eastbound","3","70","3","1","clear","0","21.5","2764","57","","12.5","20.7","0","70","free_flow","0"
"T00185","2026-05-03 04:00","R101","Central Ave","中心区","Eastbound","3","50","4","1","fog","0","23","569","79","0.272","9.9","","0","47","free_flow","0"
"T00186","2026-05-03 04:15","R418","River Tunnel","隧道区","Eastbound","3","70","4","1","rain","13.2","18.5","1347","100","0.313","10.5","31.2","0","60","free_flow","0"
"T00187","2026-05-03 04:30","R330","Commerce Blvd","商业区","Westbound","3","55","4","1","clear","0","20.1","5321","93","0.335","10.9","29.7","0","49","free_flow","0"
"T00188","2026-05-03 04:45","R101","Central Ave","中心区","Westbound","2","50","4","1","clear","0","25","5722","63","0.226","10.7","18.6","0","57","free_flow","0"
"T00189","2026-05-03 05:00","R205","University Rd","学校区","Westbound","2","60","5","1","fog","0","20.6","679","71","0.271","12","46.6","0","46","free_flow","0"
"T00190","2026-05-03 05:15","R418","River Tunnel","隧道区","Eastbound","3","70","5","1","clear","0","21.4","2201","110","0.423","10.8","28.2","0","56","free_flow","0"
"T00191","2026-05-03 05:30","R205","University Rd","学校区","Eastbound","3","60","5","1","clear","0","32.2","3592","85","0.258","10.6","17","0","53","free_flow","0"
"T00192","2026-05-03 05:45","R205","University Rd","学校区","Southbound","3","60","5","1","clear","0","26.8","4944","66","0.269","10.3","18.2","0","62","free_flow","0"
"T00193","2026-05-03 06:00","R205","University Rd","学校区","Eastbound","2","60","6","1","clear","0","27.5","5275","56","0.232","11.8","35.3","0","58","free_flow","0"
"T00194","2026-05-03 06:15","R330","Commerce Blvd","商业区","Westbound","1","55","6","1","cloudy","0","18.8","4001","160","0.599","7.9","36.8","0","28","moderate","1"
"T00195","2026-05-03 06:30","R418","River Tunnel","隧道区","Southbound","2","70","6","1","rain","4.4","28.2","1282","122","0.405","9.6","25.6","0","54","free_flow","0"
"T00196","2026-05-03 06:45","R205","University Rd","学校区","Southbound","2","60","6","1","fog","0","17.9","187","110","0.43","9.8","46.6","0","44","free_flow","0"
"T00197","2026-05-03 07:00","R418","River Tunnel","隧道区","Westbound","3","70","7","1","cloudy","0","28.3","2394","152","0.525","8.1","50.4","0","52","free_flow","0"
"T00198","2026-05-03 07:15","R418","River Tunnel","隧道区","Northbound","1","70","7","1","clear","0","29.8","5402","181","0.596","7.1","57.5","0","36","moderate","0"
"T00199","2026-05-03 07:30","R205","University Rd","学校区","Southbound","2","60","7","1","rain","17.2","26.3","2251","188","0.613","8","56.7","0","23","severe","1"
"T00200","2026-05-03 07:45","R101","Central Ave","中心区","Eastbound","3","50","7","1","clear","0","26.7","4279","136","0.414","8.4","50.5","0","25","moderate","1"
"T00201","2026-05-03 08:00","R418","River Tunnel","隧道区","Westbound","2","70","8","1","clear","0","20.9","5962","174","0.596","8.1","50.7","0","45","free_flow","0"
"T00202","2026-05-03 08:15","R205","University Rd","学校区","Northbound","3","60","8","1","cloudy","0","19.2","5266","161","0.53","8.3","57.3","0","39","moderate","0"
"T00203","2026-05-03 08:30","R205","University Rd","学校区","Southbound","2","60","8","1","rain","15.8","29.6","1501","188","0.669","5.7","62.6","0","14","severe","1"
"T00204","2026-05-03 08:45","R205","University Rd","学校区","Westbound","1","60","8","1","clear","0","30.4","3847","255","0.826","5.5","44.3","0","12","severe","1"
"T00205","2026-05-03 09:00","R418","River Tunnel","隧道区","Westbound","3","70","9","1","clear","0","32.5","5151","241","0.853","5.5","39.6","0","26","moderate","1"
"T00206","2026-05-03 09:15","R101","Central Ave","中心区","Eastbound","2","50","9","1","clear","0","29.6","5749","156","0.528","6.9","52.7","0","24","severe","1"
"T00207","2026-05-03 09:30","R330","Commerce Blvd","商业区","Northbound","1","55","9","1","fog","0","25.5","564","282","0.944","4.4","64","0","8","severe","1"
"T00208","2026-05-03 09:45","R418","River Tunnel","隧道区","Northbound","3","70","9","1","clear","0","25.8","2934","175","0.647","8.2","51.7","0","37","moderate","0"
"T00209","2026-05-03 10:00","R418","River Tunnel","隧道区","Northbound","2","70","10","1","cloudy","0","21.4","2231","103","","10.5","22.8","0","57","free_flow","0"
"T00210","2026-05-03 10:15","R101","Central Ave","中心区","Northbound","1","50","10","1","clear","0","24.3","3623","126","0.396","9.4","17","0","35","moderate","0"
"T00211","2026-05-03 10:30","R205","University Rd","学校区","Eastbound","2","60","10","1","clear","0","31.9","3254","142","0.536","8.4","23.3","0","38","moderate","0"
"T00212","2026-05-03 10:45","R205","University Rd","学校区","Eastbound","3","60","10","1","clear","0","21.8","2701","56","0.179","12.5","36.1","0","61","free_flow","0"
"T00213","2026-05-03 11:00","R418","River Tunnel","隧道区","Westbound","1","70","11","1","clear","0","31.3","5248","112","0.408","8.8","23.8","0","61","free_flow","0"
"T00214","2026-05-03 11:15","R205","University Rd","学校区","Westbound","3","60","11","1","clear","0","26.7","5662","118","0.384","9.8","36.7","0","50","free_flow","0"
"T00215","2026-05-03 11:30","R101","Central Ave","中心区","Northbound","1","50","11","1","clear","0","24.2","3033","65","0.177","9.9","30.4","0","54","free_flow","0"
"T00216","2026-05-03 11:45","R330","Commerce Blvd","商业区","Eastbound","1","55","11","1","fog","0","25.1","623","112","0.356","10.1","31.8","0","42","free_flow","0"
"T00217","2026-05-03 12:00","R101","Central Ave","中心区","Northbound","2","50","12","1","cloudy","0","30.9","2652","91","0.289","10.1","27.6","0","41","free_flow","0"
"T00218","2026-05-03 12:15","R101","Central Ave","中心区","Northbound","3","50","12","1","clear","0","22.5","3479","70","0.257","11.7","16.1","0","50","free_flow","0"
"T00219","2026-05-03 12:30","R205","University Rd","学校区","Eastbound","1","60","12","1","cloudy","0","18.8","4412","119","0.413","10.4","30.4","0","41","free_flow","0"
"T00220","2026-05-03 12:45","R418","River Tunnel","隧道区","Westbound","3","70","12","1","clear","0","31.6","4604","89","0.271","9.5","36.3","0","66","free_flow","0"
"T00221","2026-05-03 13:00","R418","River Tunnel","隧道区","Westbound","1","70","13","1","cloudy","0","23.7","5490","111","0.389","10.2","25.6","0","55","free_flow","0"
"T00222","2026-05-03 13:15","R101","Central Ave","中心区","Westbound","1","50","13","1","clear","0","30.5","5374","117","0.383","9.7","33.8","0","40","free_flow","0"
"T00223","2026-05-03 13:30","R418","River Tunnel","隧道区","Southbound","2","70","13","1","cloudy","0","22.9","3575","47","0.172","11.7","15.9","0","76","free_flow","0"
"T00224","2026-05-03 13:45","R330","Commerce Blvd","商业区","Northbound","2","55","13","1","clear","0","32","4827","137","0.42","9.4","23","0","43","free_flow","0"
"T00225","2026-05-03 14:00","R330","Commerce Blvd","商业区","Eastbound","2","55","14","1","clear","0","27.8","3048","102","0.351","8.8","31.9","0","46","free_flow","0"
"T00226","2026-05-03 14:15","R330","Commerce Blvd","商业区","Northbound","3","55","14","1","fog","0","30.4","197","84","0.261","9.5","40.5","0","40","free_flow","0"
"T00227","2026-05-03 14:30","R330","Commerce Blvd","商业区","Southbound","3","55","14","1","rain","7.2","31.8","2340","162","0.559","6.7","35.9","0","26","moderate","1"
"T00228","2026-05-03 14:45","R205","University Rd","学校区","Eastbound","1","60","14","1","clear","0","19.4","2227","88","0.35","11.3","28.7","0","54","free_flow","0"
"T00229","2026-05-03 15:00","R205","University Rd","学校区","Westbound","3","60","15","1","clear","0","32","3921","132","0.515","8.9","21.9","0","40","free_flow","0"
"T00230","2026-05-03 15:15","R330","Commerce Blvd","商业区","Westbound","2","55","15","1","clear","0","27.1","4633","138","0.453","9.2","27.9","0","43","free_flow","0"
"T00231","2026-05-03 15:30","R418","River Tunnel","隧道区","Eastbound","2","70","15","1","cloudy","0","31.7","3635","58","0.182","10.2","24.8","0","74","free_flow","0"
"T00232","2026-05-03 15:45","R205","University Rd","学校区","Eastbound","3","60","15","1","fog","0","25.6","294","141","0.442","9.7","41.8","0","39","moderate","0"
"T00233","2026-05-03 16:00","R101","Central Ave","中心区","Southbound","2","50","16","1","rain","18","20.8","1166","80","0.234","11.8","28.7","0","41","free_flow","0"
"T00234","2026-05-03 16:15","R205","University Rd","学校区","Northbound","3","60","16","1","clear","0","25","5836","139","0.494","7.6","23.5","0","49","free_flow","0"
"T00235","2026-05-03 16:30","R418","River Tunnel","隧道区","Westbound","1","70","16","1","clear","0","26.1","2942","126","0.482","7.8","33.8","0","52","free_flow","0"
"T00236","2026-05-03 16:45","R205","University Rd","学校区","Westbound","1","60","16","1","rain","15","21.7","1218","140","0.44","9","23.1","0","43","free_flow","0"
"T00237","2026-05-03 17:00","R418","River Tunnel","隧道区","Northbound","1","70","17","1","cloudy","0","27.5","5482","176","0.587","8.1","50.4","0","44","free_flow","0"
"T00238","2026-05-03 17:15","R101","Central Ave","中心区","Eastbound","2","50","17","1","clear","0","33.1","4034","173","0.573","8.2","55.8","0","18","severe","1"
"T00239","2026-05-03 17:30","R418","River Tunnel","隧道区","Northbound","1","70","17","1","clear","0","21","2746","154","0.553","7.2","49.5","1","39","moderate","0"
"T00240","2026-05-03 17:45","R418","River Tunnel","隧道区","Northbound","2","70","17","1","cloudy","0","29.3","4362","200","0.656","7.8","46.3","0","41","free_flow","0"
"T00241","2026-05-03 18:00","R205","University Rd","学校区","Northbound","2","60","18","1","clear","0","19.4","2378","225","0.727","5.2","47.7","0","22","severe","1"
"T00242","2026-05-03 18:15","R101","Central Ave","中心区","Eastbound","1","50","18","1","clear","0","24.9","5863","209","0.76","5.9","55.1","0","16","severe","1"
"T00243","2026-05-03 18:30","R205","University Rd","学校区","Southbound","3","60","18","1","clear","0","20.4","4238","172","0.564","7.4","48.7","0","30","moderate","1"
"T00244","2026-05-03 18:45","R330","Commerce Blvd","商业区","Westbound","3","55","18","1","clear","0","33.1","4712","206","0.726","7.4","42.2","0","19","severe","1"
"T00245","2026-05-03 19:00","R205","University Rd","学校区","Westbound","2","60","19","1","clear","0","31.2","4723","233","0.772","6.1","56.4","0","24","severe","1"
"T00246","2026-05-03 19:15","R205","University Rd","学校区","Westbound","1","60","19","1","rain","8.5","20.7","2089","164","0.517","8.2","59.2","0","27","moderate","1"
"T00247","2026-05-03 19:30","R330","Commerce Blvd","商业区","Southbound","1","55","19","1","clear","0","27.1","4803","288","0.932","4.7","56.9","0","9","severe","1"
"T00248","2026-05-03 19:45","R330","Commerce Blvd","商业区","Westbound","3","55","19","1","clear","0","29.4","5677","225","0.747","6.1","49.8","0","15","severe","1"
"T00249","2026-05-03 20:00","R330","Commerce Blvd","商业区","Northbound","2","55","20","1","clear","0","24.1","4373","144","0.558","8.4","33.1","0","39","moderate","0"
"T00250","2026-05-03 20:15","R418","River Tunnel","隧道区","Northbound","2","70","20","1","clear","0","25.9","3275","75","0.305","11","","0","69","free_flow","0"
"T00251","2026-05-03 20:30","R101","Central Ave","中心区","Northbound","1","50","20","1","clear","0","20.4","5430","125","0.482","8.3","23.9","0","38","moderate","0"
"T00252","2026-05-03 20:45","R205","University Rd","学校区","Northbound","3","60","20","1","rain","15.5","24.3","2114","91","0.316","9.2","42.2","1","39","moderate","0"
"T00253","2026-05-03 21:00","R330","Commerce Blvd","商业区","Northbound","3","55","21","1","clear","0","28.4","5080","163","0.512","8","36.3","0","36","moderate","0"
"T00254","2026-05-03 21:15","R101","Central Ave","中心区","Southbound","2","50","21","1","rain","15","20.7","1368","71","0.31","10.4","27","0","36","moderate","0"
"T00255","2026-05-03 21:30","R418","River Tunnel","隧道区","Northbound","3","70","21","1","fog","0","18.9","680","128","0.463","10.2","32.4","0","47","free_flow","0"
"T00256","2026-05-03 21:45","R205","University Rd","学校区","Northbound","1","60","21","1","clear","0","29.1","3448","62","0.251","10.5","25.9","0","62","free_flow","0"
"T00257","2026-05-03 22:00","R205","University Rd","学校区","Southbound","1","60","22","1","clear","0","19.5","4284","138","0.511","7.6","27.9","0","44","free_flow","0"
"T00258","2026-05-03 22:15","R330","Commerce Blvd","商业区","Eastbound","1","55","22","1","cloudy","0","18.6","4079","169","0.61","8.3","17.9","0","40","free_flow","0"
"T00259","2026-05-03 22:30","R101","Central Ave","中心区","Eastbound","1","50","22","1","clear","0","22","4733","131","0.486","9.4","28.2","0","40","free_flow","0"
"T00260","2026-05-03 22:45","R101","Central Ave","中心区","Eastbound","2","50","22","1","clear","0","26","4726","64","0.194","10.1","34.9","0","46","free_flow","0"
"T00261","2026-05-03 23:00","R205","University Rd","学校区","Eastbound","3","60","23","1","clear","0","27","3512","102","0.39","10.6","32.9","0","50","free_flow","0"
"T00262","2026-05-03 23:15","R101","Central Ave","中心区","Southbound","1","50","23","1","clear","0","28.2","2238","120","0.402","10","24.1","0","45","free_flow","0"
"T00263","2026-05-03 23:30","R418","River Tunnel","隧道区","Southbound","1","70","23","1","clear","0","24.4","4081","100","0.412","9.5","16","0","63","free_flow","0"
"T00264","2026-05-03 23:45","R101","Central Ave","中心区","Northbound","2","50","23","1","clear","0","31.7","5550","82","0.297","11.7","15.1","0","42","free_flow","0"
"T00265","2026-05-04 00:00","R330","Commerce Blvd","商业区","Westbound","3","55","0","0","rain","17.5","29.5","2235","187","0.649","6.6","30.8","0","24","severe","1"
"T00266","2026-05-04 00:15","R101","Central Ave","中心区","Eastbound","1","50","0","0","clear","0","30.2","2218","137","0.452","7.7","27.5","0","38","moderate","0"
"T00267","2026-05-04 00:30","R101","Central Ave","中心区","Northbound","2","50","0","0","clear","0","31.3","2389","135","","9.6","17.8","0","38","moderate","0"
"T00268","2026-05-04 00:45","R330","Commerce Blvd","商业区","Southbound","2","55","0","0","rain","2","23.8","816","132","0.424","9.4","43.2","0","33","moderate","1"
"T00269","2026-05-04 01:00","R418","River Tunnel","隧道区","Northbound","3","70","1","0","clear","0","26.8","4473","124","0.417","8.4","30.1","0","54","free_flow","0"
"T00270","2026-05-04 01:15","R101","Central Ave","中心区","Southbound","1","50","1","0","fog","0","20.7","315","97","0.288","9.5","40.6","0","40","free_flow","0"
"T00271","2026-05-04 01:30","R330","Commerce Blvd","商业区","Eastbound","3","55","1","0","clear","0","19.8","3578","109","0.361","9.5","35.8","0","40","free_flow","0"
"T00272","2026-05-04 01:45","R205","University Rd","学校区","Northbound","3","60","1","0","clear","0","25.2","3348","140","0.472","7.5","33","0","41","free_flow","0"
"T00273","2026-05-04 02:00","R101","Central Ave","中心区","Eastbound","2","50","2","0","clear","0","24.3","5197","144","0.471","8.3","17.4","0","35","moderate","0"
"T00274","2026-05-04 02:15","R330","Commerce Blvd","商业区","Southbound","2","55","2","0","cloudy","0","32.2","4341","149","0.494","9.1","17.9","0","42","free_flow","0"
"T00275","2026-05-04 02:30","R418","River Tunnel","隧道区","Eastbound","1","70","2","0","rain","4.6","32","2253","73","0.276","9.8","32.6","0","64","free_flow","0"
"T00276","2026-05-04 02:45","R330","Commerce Blvd","商业区","Southbound","3","55","2","0","rain","2.8","31.3","2048","190","0.676","6.2","35.9","0","18","severe","1"
"T00277","2026-05-04 03:00","R205","University Rd","学校区","Southbound","1","60","3","0","clear","0","29.6","4636","154","0.542","7","25","0","43","free_flow","0"
"T00278","2026-05-04 03:15","R101","Central Ave","中心区","Northbound","1","50","3","0","clear","0","30.9","3593","123","","8","24.7","0","32","moderate","1"
"T00279","2026-05-04 03:30","R205","University Rd","学校区","Westbound","3","60","3","0","clear","0","21.6","4912","80","0.289","10.4","21.1","0","51","free_flow","0"
"T00280","2026-05-04 03:45","R205","University Rd","学校区","Northbound","3","60","3","0","cloudy","0","22","4550","114","0.389","9.2","21.8","0","46","free_flow","0"
"T00281","2026-05-04 04:00","R205","University Rd","学校区","Southbound","3","60","4","0","clear","0","32.4","5253","111","0.436","9.7","19.9","0","51","free_flow","0"
"T00282","2026-05-04 04:15","R418","River Tunnel","隧道区","Eastbound","3","70","4","0","clear","0","18.4","2908","128","0.42","9.4","21","0","60","free_flow","0"
"T00283","2026-05-04 04:30","R330","Commerce Blvd","商业区","Northbound","3","55","4","0","cloudy","0","27.8","4365","173","0.57","8.4","31","0","37","moderate","0"
"T00284","2026-05-04 04:45","R330","Commerce Blvd","商业区","Westbound","2","55","4","0","clear","0","29.2","3994","128","0.388","9.2","30.8","1","33","moderate","1"
"T00285","2026-05-04 05:00","R418","River Tunnel","隧道区","Eastbound","3","70","5","0","clear","0","21.9","2612","141","0.548","8.1","19.2","0","53","free_flow","0"
"T00286","2026-05-04 05:15","R418","River Tunnel","隧道区","Eastbound","1","70","5","0","clear","0","25.8","4333","74","0.253","10.7","24.8","0","70","free_flow","0"
"T00287","2026-05-04 05:30","R101","Central Ave","中心区","Westbound","1","50","5","0","clear","0","24.8","3646","168","0.575","7.4","23","0","32","moderate","1"
"T00288","2026-05-04 05:45","R205","University Rd","学校区","Northbound","3","60","5","0","clear","0","19.7","4467","150","0.536","8.6","36.6","0","34","moderate","1"
"T00289","2026-05-04 06:00","R101","Central Ave","中心区","Southbound","3","50","6","0","cloudy","0","32.1","2412","113","0.419","8.7","32.8","0","36","moderate","0"
"T00290","2026-05-04 06:15","R101","Central Ave","中心区","Westbound","2","50","6","0","clear","0","27","2629","101","0.4","9.5","24.2","0","41","free_flow","0"
"T00291","2026-05-04 06:30","R330","Commerce Blvd","商业区","Northbound","2","55","6","0","clear","0","20.6","5038","168","0.578","7.1","24.5","0","34","moderate","1"
"T00292","2026-05-04 06:45","R418","River Tunnel","隧道区","Westbound","3","70","6","0","fog","0","23.2","314","155","0.528","8.8","38.9","0","47","free_flow","0"
"T00293","2026-05-04 07:00","R205","University Rd","学校区","Southbound","2","60","7","0","clear","0","27.7","3629","241","0.871","5.2","39","0","23","severe","1"
"T00294","2026-05-04 07:15","R418","River Tunnel","隧道区","Eastbound","2","70","7","0","cloudy","0","25.2","5768","187","0.676","6.9","38.2","0","41","free_flow","0"
"T00295","2026-05-04 07:30","R418","River Tunnel","隧道区","Northbound","2","70","7","0","clear","0","20.4","3066","189","0.691","6.2","39","0","35","moderate","0"
"T00296","2026-05-04 07:45","R205","University Rd","学校区","Eastbound","1","60","7","0","clear","0","27.1","5341","272","0.923","3.3","43.3","0","15","severe","1"
"T00297","2026-05-04 08:00","R101","Central Ave","中心区","Eastbound","1","50","8","0","clear","0","19.8","4761","271","0.892","3.2","56","0","8","severe","1"
"T00298","2026-05-04 08:15","R101","Central Ave","中心区","Westbound","2","50","8","0","fog","0","31.4","864","194","0.705","8","59.1","0","15","severe","1"
"T00299","2026-05-04 08:30","R205","University Rd","学校区","Eastbound","2","60","8","0","clear","0","18.8","5024","189","0.676","7.1","41.8","0","33","moderate","1"
"T00300","2026-05-04 08:45","R330","Commerce Blvd","商业区","Southbound","1","55","8","0","clear","0","29.1","2457","237","0.863","5.8","44.8","0","15","severe","1"
"T00301","2026-05-04 09:00","R205","University Rd","学校区","Eastbound","3","60","9","0","rain","13.1","18.7","819","170","0.594","6.9","54.1","0","24","severe","1"
"T00302","2026-05-04 09:15","R205","University Rd","学校区","Eastbound","3","60","9","0","clear","0","27.2","5361","216","0.692","4.9","38","0","26","moderate","1"
"T00303","2026-05-04 09:30","R330","Commerce Blvd","商业区","Northbound","1","55","9","0","cloudy","0","29.1","4938","201","0.704","5.8","48.1","0","17","severe","1"
"T00304","2026-05-04 09:45","R205","University Rd","学校区","Westbound","3","60","9","0","cloudy","0","27.4","4188","189","0.653","7.8","50.1","1","14","severe","1"
"T00305","2026-05-04 10:00","R330","Commerce Blvd","商业区","Northbound","2","55","10","0","cloudy","0","18.5","2893","168","0.562","8.8","36.3","0","33","moderate","1"
"T00306","2026-05-04 10:15","R101","Central Ave","中心区","Westbound","1","50","10","0","clear","0","24.7","2824","95","0.291","10.1","30.4","0","40","free_flow","0"
"T00307","2026-05-04 10:30","R205","University Rd","学校区","Westbound","1","60","10","0","rain","4.9","32.7","1365","158","0.576","8","35.5","0","34","moderate","1"
"T00308","2026-05-04 10:45","R418","River Tunnel","隧道区","Southbound","1","70","10","0","clear","0","31.3","3920","88","0.319","9.5","17.4","0","60","free_flow","0"
"T00309","2026-05-04 11:00","R418","River Tunnel","隧道区","Westbound","2","70","11","0","clear","0","20.2","4550","87","0.366","10.3","28","0","61","free_flow","0"
"T00310","2026-05-04 11:15","R330","Commerce Blvd","商业区","Southbound","3","55","11","0","clear","0","31.8","4531","186","0.596","7.2","26.7","0","36","moderate","0"
"T00311","2026-05-04 11:30","R330","Commerce Blvd","商业区","Northbound","2","55","11","0","cloudy","0","31.9","5042","182","0.567","6.4","21.8","0","31","moderate","1"
"T00312","2026-05-04 11:45","R418","River Tunnel","隧道区","Northbound","3","70","11","0","rain","13.9","22.8","871","128","","9.9","43.2","0","44","free_flow","0"
"T00313","2026-05-04 12:00","R418","River Tunnel","隧道区","Westbound","3","70","12","0","cloudy","0","29.5","5119","149","0.559","8","26.2","0","51","free_flow","0"
"T00314","2026-05-04 12:15","R418","River Tunnel","隧道区","Westbound","3","70","12","0","clear","0","32.7","3455","141","0.476","8.8","29","0","48","free_flow","0"
"T00315","2026-05-04 12:30","R330","Commerce Blvd","商业区","Southbound","3","55","12","0","clear","0","25.7","4657","168","0.616","8.9","31.5","0","26","moderate","1"
"T00316","2026-05-04 12:45","R101","Central Ave","中心区","Northbound","1","50","12","0","clear","0","23.4","4084","134","0.407","8.4","20.3","0","37","moderate","0"
"T00317","2026-05-04 13:00","R101","Central Ave","中心区","Southbound","2","50","13","0","clear","0","26.5","2404","168","0.621","8.3","16.4","0","34","moderate","1"
"T00318","2026-05-04 13:15","R101","Central Ave","中心区","Eastbound","2","50","13","0","clear","0","24.8","5272","168","0.585","7.2","26.1","0","34","moderate","1"
"T00319","2026-05-04 13:30","R418","River Tunnel","隧道区","Westbound","3","70","13","0","clear","0","26.8","2422","73","0.315","10","36.4","0","69","free_flow","0"
"T00320","2026-05-04 13:45","R330","Commerce Blvd","商业区","Northbound","3","55","13","0","cloudy","0","22.7","3593","132","0.411","8.1","17.1","0","44","free_flow","0"
"T00321","2026-05-04 14:00","R418","River Tunnel","隧道区","Northbound","1","70","14","0","rain","0.5","19.6","1034","97","0.308","8.9","40.3","0","59","free_flow","0"
"T00322","2026-05-04 14:15","R330","Commerce Blvd","商业区","Westbound","3","55","14","0","clear","0","21.9","2464","148","0.511","8.7","31.8","0","37","moderate","0"
"T00323","2026-05-04 14:30","R418","River Tunnel","隧道区","Westbound","3","70","14","0","clear","0","32.3","2362","110","0.354","9.8","22.8","0","62","free_flow","0"
"T00324","2026-05-04 14:45","R101","Central Ave","中心区","Westbound","1","50","14","0","clear","0","21.6","2427","91","0.38","9.3","22","0","43","free_flow","0"
"T00325","2026-05-04 15:00","R418","River Tunnel","隧道区","Northbound","3","70","15","0","clear","0","26.5","3645","153","0.554","9.2","27.6","0","45","free_flow","0"
"T00326","2026-05-04 15:15","R418","River Tunnel","隧道区","Westbound","3","70","15","0","rain","8.3","24.1","1526","135","0.444","9.5","29.3","0","52","free_flow","0"
"T00327","2026-05-04 15:30","R418","River Tunnel","隧道区","Westbound","2","70","15","0","rain","8.1","26.9","1909","83","0.271","10.1","29.3","0","52","free_flow","0"
"T00328","2026-05-04 15:45","R330","Commerce Blvd","商业区","Northbound","1","55","15","0","clear","0","24","4476","178","0.587","6.3","20.1","0","30","moderate","1"
"T00329","2026-05-04 16:00","R101","Central Ave","中心区","Westbound","2","50","16","0","rain","2.2","30.6","917","99","0.296","9.4","38.5","0","28","moderate","1"
"T00330","2026-05-04 16:15","R101","Central Ave","中心区","Eastbound","2","50","16","0","cloudy","0","25.5","3641","102","0.401","10.9","19.1","0","45","free_flow","0"
"T00331","2026-05-04 16:30","R101","Central Ave","中心区","Northbound","1","50","16","0","cloudy","0","31.4","2608","84","0.246","9.3","24.8","0","47","free_flow","0"
"T00332","2026-05-04 16:45","R101","Central Ave","中心区","Eastbound","1","50","16","0","clear","0","26.8","2927","166","0.63","8.3","18","0","26","moderate","1"
"T00333","2026-05-04 17:00","R418","River Tunnel","隧道区","Southbound","1","70","17","0","rain","11.3","30.7","2228","234","0.847","5","58.4","0","16","severe","1"
"T00334","2026-05-04 17:15","R205","University Rd","学校区","Westbound","2","60","17","0","clear","0","29.2","5190","274","0.891","4.6","48.2","0","9","severe","1"
"T00335","2026-05-04 17:30","R205","University Rd","学校区","Eastbound","3","60","17","0","cloudy","0","22.7","3199","202","0.705","5.3","49.6","0","32","moderate","1"
"T00336","2026-05-04 17:45","R205","University Rd","学校区","Westbound","2","60","17","0","rain","8.7","22","867","179","0.575","7.2","48.5","0","31","moderate","1"
"T00337","2026-05-04 18:00","R418","River Tunnel","隧道区","Westbound","1","70","18","0","rain","6.6","28.1","2131","166","0.616","8.4","48.4","1","30","moderate","1"
"T00338","2026-05-04 18:15","R205","University Rd","学校区","Northbound","2","60","18","0","clear","0","24.1","4791","217","0.749","5","55.5","0","23","severe","1"
"T00339","2026-05-04 18:30","R101","Central Ave","中心区","Eastbound","2","50","18","0","fog","0","31.2","722","196","","7.7","52.2","0","8","severe","1"
"T00340","2026-05-04 18:45","R330","Commerce Blvd","商业区","Northbound","3","55","18","0","clear","0","33.2","2372","259","0.902","5.6","54.5","0","12","severe","1"
"T00341","2026-05-04 19:00","R205","University Rd","学校区","Southbound","3","60","19","0","clear","0","33.1","2444","186","0.599","7.2","44.5","0","27","moderate","1"
"T00342","2026-05-04 19:15","R330","Commerce Blvd","商业区","Southbound","1","55","19","0","clear","0","27.9","5929","231","0.815","6.8","43.5","0","11","severe","1"
"T00343","2026-05-04 19:30","R418","River Tunnel","隧道区","Eastbound","1","70","19","0","clear","0","19.1","4449","157","","7.2","45.8","0","48","free_flow","0"
